RunID,TimesheetID,Page,Row,Col,FieldKey,RawText,NormalizedTime,Confidence,CropPath,Warnings,_source_file,IsValid
20251006_161346,clockin_synth,,3,,row3_clock_out_am,"(13,000.",,,data/clockin_synth/crops\clock_0005\time\row3_clock_out_am.png,"unparsable('(13,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,(19.51.,19:51,,data/clockin_synth/crops\clock_0005\time\row3_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,",09130",,,data/clockin_synth/crops\clock_0006\time\row3_clock_in_am.png,"unparsable(',09130'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,"(14,000.",,,data/clockin_synth/crops\clock_0006\time\row3_clock_in_pm.png,"unparsable('(14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_am,(13.30.,13:30,,data/clockin_synth/crops\clock_0006\time\row3_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,18122(,18:22,,data/clockin_synth/crops\clock_0006\time\row3_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,(10.45.,10:45,,data/clockin_synth/crops\clock_0007\time\row3_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,(14.15.,14:15,,data/clockin_synth/crops\clock_0007\time\row3_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_am,(13.45.,13:45,,data/clockin_synth/crops\clock_0007\time\row3_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,19122(,19:22,,data/clockin_synth/crops\clock_0007\time\row3_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,"(07,000.",,,data/clockin_synth/crops\clock_0008\time\row3_clock_in_am.png,"unparsable('(07,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,(10.45.,10:45,,data/clockin_synth/crops\clock_0008\time\row3_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_am,",000",,,data/clockin_synth/crops\clock_0008\time\row3_clock_out_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,(14.40.,14:40,,data/clockin_synth/crops\clock_0008\time\row3_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_in_am,",000",,,data/clockin_synth/crops\clock_0009\time\row3_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_in_pm,(13.45.,13:45,,data/clockin_synth/crops\clock_0009\time\row3_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,3,,row3_clock_out_am,"(13,000.",,,data/clockin_synth/crops\clock_0009\time\row3_clock_out_am.png,"unparsable('(13,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,3,,row3_clock_out_pm,(10.,10:00,,data/clockin_synth/crops\clock_0009\time\row3_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_in_am,",000",,,data/clockin_synth/crops\clock_0000\time\row4_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,"(13,000.",,,data/clockin_synth/crops\clock_0000\time\row4_clock_in_pm.png,"unparsable('(13,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_out_am,"(12,000.",,,data/clockin_synth/crops\clock_0000\time\row4_clock_out_am.png,"unparsable('(12,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,(18.51.,18:51,,data/clockin_synth/crops\clock_0000\time\row4_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_in_am,",09.15.",,,data/clockin_synth/crops\clock_0001\time\row4_clock_in_am.png,"unparsable(',09.15.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,"(13,000.",,,data/clockin_synth/crops\clock_0001\time\row4_clock_in_pm.png,"unparsable('(13,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_out_am,(12.15.,12:15,,data/clockin_synth/crops\clock_0001\time\row4_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,",2,000s.",,,data/clockin_synth/crops\clock_0001\time\row4_clock_out_pm.png,"unparsable(',2,000s.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_am,(07.45.,07:45,,data/clockin_synth/crops\clock_0002\time\row4_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,(1/1.30.,11:30,,data/clockin_synth/crops\clock_0002\time\row4_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_am,(10.45.,10:45,,data/clockin_synth/crops\clock_0002\time\row4_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,"(180,",,,data/clockin_synth/crops\clock_0002\time\row4_clock_out_pm.png,"unparsable('(180,'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_am,(08130,08:30,,data/clockin_synth/crops\clock_0003\time\row4_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,(12.15.,12:15,,data/clockin_synth/crops\clock_0003\time\row4_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_am,(1/1.30.,11:30,,data/clockin_synth/crops\clock_0003\time\row4_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,(1950s.,19:50,,data/clockin_synth/crops\clock_0003\time\row4_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_in_am,",10.15.",,,data/clockin_synth/crops\clock_0004\time\row4_clock_in_am.png,"unparsable(',10.15.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,(14.45.,14:45,,data/clockin_synth/crops\clock_0004\time\row4_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_am,(14.15.,14:15,,data/clockin_synth/crops\clock_0004\time\row4_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,",118.18.",,,data/clockin_synth/crops\clock_0004\time\row4_clock_out_pm.png,"unparsable(',118.18.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_am,",000",,,data/clockin_synth/crops\clock_0005\time\row4_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,"(14,000.",,,data/clockin_synth/crops\clock_0005\time\row4_clock_in_pm.png,"unparsable('(14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_out_am,"(13,000.",,,data/clockin_synth/crops\clock_0005\time\row4_clock_out_am.png,"unparsable('(13,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,(1950.,19:50,,data/clockin_synth/crops\clock_0005\time\row4_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_in_am,",093.45.",,,data/clockin_synth/crops\clock_0006\time\row4_clock_in_am.png,"unparsable(',093.45.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,(14.15.,14:15,,data/clockin_synth/crops\clock_0006\time\row4_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_am,(13.45.,13:45,,data/clockin_synth/crops\clock_0006\time\row4_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,",17158.",,,data/clockin_synth/crops\clock_0006\time\row4_clock_out_pm.png,"unparsable(',17158.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_am,(10.45.,10:45,,data/clockin_synth/crops\clock_0007\time\row4_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,(14.15.,14:15,,data/clockin_synth/crops\clock_0007\time\row4_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_am,(13.45.,13:45,,data/clockin_synth/crops\clock_0007\time\row4_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,(18.46.,18:46,,data/clockin_synth/crops\clock_0007\time\row4_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_in_am,",000",,,data/clockin_synth/crops\clock_0008\time\row4_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,"(150,000.",,,data/clockin_synth/crops\clock_0008\time\row4_clock_in_pm.png,"unparsable('(150,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_out_am,"(14,000.",,,data/clockin_synth/crops\clock_0008\time\row4_clock_out_am.png,"unparsable('(14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,120.32.,,,data/clockin_synth/crops\clock_0008\time\row4_clock_out_pm.png,unparsable('120.32.'); invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_am,",10.15.",,,data/clockin_synth/crops\clock_0009\time\row4_clock_in_am.png,"unparsable(',10.15.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,4,,row4_clock_in_pm,(13.45.,13:45,,data/clockin_synth/crops\clock_0009\time\row4_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_am,(13.15.,13:15,,data/clockin_synth/crops\clock_0009\time\row4_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,4,,row4_clock_out_pm,(18.27.,18:27,,data/clockin_synth/crops\clock_0009\time\row4_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_am,(08130,08:30,,data/clockin_synth/crops\clock_0000\time\row5_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,(12.30.,12:30,,data/clockin_synth/crops\clock_0000\time\row5_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_am,(1/1.30.,11:30,,data/clockin_synth/crops\clock_0000\time\row5_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,(18.29.,18:29,,data/clockin_synth/crops\clock_0000\time\row5_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_am,(10.45.,10:45,,data/clockin_synth/crops\clock_0001\time\row5_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,(15.30.,15:30,,data/clockin_synth/crops\clock_0001\time\row5_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_am,(14.45.,14:45,,data/clockin_synth/crops\clock_0001\time\row5_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,(18.21.,18:21,,data/clockin_synth/crops\clock_0001\time\row5_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_am,(07.45.,07:45,,data/clockin_synth/crops\clock_0002\time\row5_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,(12.30.,12:30,,data/clockin_synth/crops\clock_0002\time\row5_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_am,(11-145.,,,data/clockin_synth/crops\clock_0002\time\row5_clock_out_am.png,unparsable('(11-145.'); invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,"1.1,",,,data/clockin_synth/crops\clock_0002\time\row5_clock_out_pm.png,"unparsable('1.1,'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_in_am,(07.45.,07:45,,data/clockin_synth/crops\clock_0003\time\row5_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,(12.15.,12:15,,data/clockin_synth/crops\clock_0003\time\row5_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_am,(11-145.,,,data/clockin_synth/crops\clock_0003\time\row5_clock_out_am.png,unparsable('(11-145.'); invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,(18.27.,18:27,,data/clockin_synth/crops\clock_0003\time\row5_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_am,"(1,000.",,,data/clockin_synth/crops\clock_0004\time\row5_clock_in_am.png,"unparsable('(1,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,"(14,000.",,,data/clockin_synth/crops\clock_0004\time\row5_clock_in_pm.png,"unparsable('(14,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_out_am,(13.30.,13:30,,data/clockin_synth/crops\clock_0004\time\row5_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,(10.,10:00,,data/clockin_synth/crops\clock_0004\time\row5_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_am,(07.30.,07:30,,data/clockin_synth/crops\clock_0005\time\row5_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,(1/1.30.,11:30,,data/clockin_synth/crops\clock_0005\time\row5_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_am,"(1,000.",,,data/clockin_synth/crops\clock_0005\time\row5_clock_out_am.png,"unparsable('(1,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,"1,7.38.",,,data/clockin_synth/crops\clock_0005\time\row5_clock_out_pm.png,"unparsable('1,7.38.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_in_am,(08.15.,08:15,,data/clockin_synth/crops\clock_0006\time\row5_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,"(13,000.",,,data/clockin_synth/crops\clock_0006\time\row5_clock_in_pm.png,"unparsable('(13,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_out_am,(12.15.,12:15,,data/clockin_synth/crops\clock_0006\time\row5_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,"""27.47.",03:47,,data/clockin_synth/crops\clock_0006\time\row5_clock_out_pm.png,hour>23,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_am,",000",,,data/clockin_synth/crops\clock_0007\time\row5_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,(13.30.,13:30,,data/clockin_synth/crops\clock_0007\time\row5_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_am,"(13,000.",,,data/clockin_synth/crops\clock_0007\time\row5_clock_out_am.png,"unparsable('(13,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,(10.44.,10:44,,data/clockin_synth/crops\clock_0007\time\row5_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_am,",000",,,data/clockin_synth/crops\clock_0008\time\row5_clock_in_am.png,"unparsable(',000'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,(1/1.30.,11:30,,data/clockin_synth/crops\clock_0008\time\row5_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_am,"(11,000.",,,data/clockin_synth/crops\clock_0008\time\row5_clock_out_am.png,"unparsable('(11,000.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,",158.",,,data/clockin_synth/crops\clock_0008\time\row5_clock_out_pm.png,"unparsable(',158.'); invalid_time",C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,5,,row5_clock_in_am,(07.30.,07:30,,data/clockin_synth/crops\clock_0009\time\row5_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_in_pm,(12.15.,12:15,,data/clockin_synth/crops\clock_0009\time\row5_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_am,(1/1.30.,11:30,,data/clockin_synth/crops\clock_0009\time\row5_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,5,,row5_clock_out_pm,(16.59.,16:59,,data/clockin_synth/crops\clock_0009\time\row5_clock_out_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,6,,row6_clock_in_am,(10.45.,10:45,,data/clockin_synth/crops\clock_0000\time\row6_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,6,,row6_clock_in_pm,(15.30.,15:30,,data/clockin_synth/crops\clock_0000\time\row6_clock_in_pm.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,6,,row6_clock_out_am,(14.45.,14:45,,data/clockin_synth/crops\clock_0000\time\row6_clock_out_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
20251006_161346,clockin_synth,,6,,row6_clock_out_pm,(200.02.,,,data/clockin_synth/crops\clock_0000\time\row6_clock_out_pm.png,unparsable('(200.02.'); invalid_time,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,False
20251006_161346,clockin_synth,,6,,row6_clock_in_am,(07.15.,07:15,,data/clockin_synth/crops\clock_0001\time\row6_clock_in_am.png,,C:\Users\samue\OneDrive\Documents\timesheet-ocr-prototype\data\clockin_synth\ocr_time_results.jsonl,True
